UID,Yr,NRows,Mean_ForStrat_ground,Mean_ForStrat_understory,Mean_ForStrat_midhigh,Mean_ForStrat_canopy,Mean_ForStrat_aerial,Air,Air_sallier,Bark,Canopy,Ground,Nectar,Raptor,Shrub,Water,Aquatic,Cavities,DeciduousMCF,Forest,Generalist,Lowlands,Lowlands_Cliffs,Mixed_conifer_forest,Mountain_scrub,Oaks,Openings,Pines,PinyonJuniper,Riparian,Urban,Grassland,HumanModified,Rock,Shrubland,Wetland,Woodland,skyIs,lat,lon,fireYear,dnbr,sampleYr1,sampleYr2,lastSampleYear,elapsedYrs,median_10yrsPrior,min_firePlus3,median_05yrsPostMin,median_10yrsPostMin,phix05,rfvc10,Country,isl_map,isl_field,transect,point,year.sampled,PC1,PC2,Com_Cl,Com_Des,unique_id,focal.yrs.max,focal.count.max,div.years,div.count,years.since,fire1.focalvar.dnbr,fire1.focalmean.dnbr,fire2.focalvar.dnbr,fire2.focalmean.dnbr,fire3.focalvar.dnbr,fire3.focalmean.dnbr,history.class,pines_beta,shrub_beta,forest_beta,Com_DesUO
Chiricahua_G_4_2014,2014,6,38.57619048,36.78452381,16.63571429,7.785714286,0,0,0.152380952,0.082142857,0.116071429,0.225,0.011904762,0,0.4125,0,0,0,0,0.199404762,0.023809524,0,0.020833333,0,0.273809524,0.083333333,0.041666667,0.119642857,0,0.2375,0,0,0,0.020833333,0.281547619,0,0.011904762,DOS CABEZAS - CHIRACAHUA,31.9367,-109.2659,2011,647,2014,1996,2014,3,53.80728912,-46.86457825,-12.42707825,2.364593506,0.342076698,0.489006244,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,4,2014,0.728138442,0.309576756,OW,Oak woodland,CM_G_4,2011,1,1,1,3,1907.974855,452.7164888,NA,NA,NA,NA,2,0.119642857,0.4125,0.199404762,Oak woodland
Chiricahua_G_5_2014,2014,6,39.9040404,41.47474747,15.86700337,2.739057239,0,0,0.048821549,0.119191919,0.052188552,0.334848485,0.102525253,0,0.342424242,0,0,0,0,0.393434343,0,0,0,0,0.221380471,0.052188552,0.035185185,0.196801347,0,0.101010101,0,0,0,0,0.343097643,0,0,DOS CABEZAS - CHIRACAHUA,31.9371,-109.2636,2011,845,2014,1996,2014,3,55.26042175,-79.125,-23.77082825,-14.66665649,0.411906076,0.479652798,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,5,2014,0.728138442,0.309576756,POW,Pine oak woodland,CM_G_5,2011,1,1,1,3,7845.489155,489.4381225,NA,NA,NA,NA,1,0.196801347,0.342424242,0.393434343,Pine oak woodland
Chiricahua_G_6_2014,2014,6,31.05725108,42.85595238,19.74303752,6.190836941,0,0,0.222438672,0.011904762,0.141414141,0.415295815,0,0,0.208946609,0,0,0,0,0.306168831,0.061904762,0,0.011904762,0,0.119516595,0.128860029,0.045707071,0.173015873,0,0.152922078,0,0,0.045238095,0.011904762,0.35036075,0,0.016666667,DOS CABEZAS - CHIRACAHUA,31.9382,-109.2612,2011,754,2014,1996,2014,3,53.81770325,-54.53125,-40.40623474,-33.38020325,0.13036596,0.195212285,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,6,2014,0.728138442,0.309576756,OW,Oak woodland,CM_G_6,2011,1,1,1,3,4764.996771,428.756255,NA,NA,NA,NA,1,0.173015873,0.208946609,0.306168831,Oak woodland
Chiricahua_G_7_2014,2014,8,33.80438763,40.07452652,18.95710227,6.629356061,0.364583333,0,0.202241162,0.023863636,0.147032828,0.293465909,0.036458333,0,0.296938131,0,0,0,0,0.202935606,0.059974747,0.03219697,0,0,0.189741162,0.231155303,0.013888889,0.162563131,0,0.107544192,0,0,0.013888889,0,0.234785354,0,0.080808081,DOS CABEZAS - CHIRACAHUA,31.9413,-109.2639,2011,712,2014,1996,2014,3,18.27604675,-73.60417175,-53.77082825,-47.91665649,0.215860866,0.279576123,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,7,2014,0.728138442,0.309576756,OW,Oak woodland,CM_G_7,2011,1,1,1,3,14618.46319,326.4195526,NA,NA,NA,NA,3,0.162563131,0.296938131,0.202935606,Oak woodland
Chiricahua_G_8_2014,2014,8,40.42237103,37.85551948,12.66770382,8.453846501,0.416666667,0,0.073074495,0.110818001,0.149959416,0.325960498,0,0,0.34018759,0,0,0,0,0.242469336,0,0,0,0.048611111,0.288104257,0.168718434,0.036458333,0.142564033,0,0.073074495,0,0,0,0,0.28285083,0,0.015625,DOS CABEZAS - CHIRACAHUA,31.9397,-109.2662,2011,706,2014,1996,2014,3,43.03646088,-72.09375,-48.94790649,-37.70313263,0.201040572,0.298710626,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,8,2014,0.728138442,0.309576756,OW,Oak woodland,CM_G_8,2011,1,1,1,3,7128.985073,394.7271102,NA,NA,NA,NA,1,0.142564033,0.34018759,0.242469336,Oak woodland
Chiricahua_G_10_2014,2014,6,60.4047619,31.60714286,6.464285714,1.19047619,0.333333333,0.033333333,0,0,0.185119048,0.247619048,0,0,0.533928571,0,0,0,0,0.196428571,0.09047619,0,0,0.116666667,0.489285714,0.06547619,0.020833333,0.020833333,0,0,0,0,0.033333333,0,0.214285714,0,0.023809524,DOS CABEZAS - CHIRACAHUA,31.9378,-109.271,2011,546,2014,1996,2014,3,35.00520325,-39.86456299,-19.72915649,-14.77603912,0.268939086,0.335095528,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,10,2014,0.687904087,0.360168723,OW,Oak woodland,CM_G_10,2011,1,1,1,3,278.9236579,258.7728784,NA,NA,NA,NA,2,0.020833333,0.533928571,0.196428571,Oak woodland
Chiricahua_G_11_2014,2014,6,44.08730159,41.24007937,8.492063492,4.841269841,1.339285714,0,0,0.020833333,0.297619048,0.300595238,0.055555556,0,0.325396825,0,0,0,0,0.118055556,0.069444444,0,0,0.089285714,0.297619048,0.235119048,0,0.19047619,0,0,0,0,0,0,0.130952381,0,0.027777778,DOS CABEZAS - CHIRACAHUA,31.9369,-109.2725,2011,366,2014,1996,2014,3,58.57289886,-11.6875,18.72917175,25.95311737,0.432913451,0.535730198,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,11,2014,0.687904087,0.360168723,OW,Oak woodland,CM_G_11,2011,1,1,1,3,7422.299305,122.2792894,NA,NA,NA,NA,1,0.19047619,0.325396825,0.118055556,Oak woodland
Chiricahua_G_12_2014,2014,6,33.14199689,38.50548757,16.26416408,11.98968855,0,0,0.098662911,0.090633903,0.39272533,0.272824398,0.018518519,0,0.126634939,0,0,0,0,0.195529008,0.039351852,0,0,0.139455452,0.100993913,0.285515411,0.025641026,0.213513339,0,0,0,0,0,0,0.162765475,0,0.012820513,DOS CABEZAS - CHIRACAHUA,31.9359,-109.2745,2011,352,2014,1996,2014,3,63.27603149,-14.96875,4.010406494,10.69271088,0.242561307,0.327963864,United States,DOS CABEZAS - CHIRACAHUA,Chiricahua,G,12,2014,0.703420962,0.344163696,POW,Pine oak woodland,CM_G_12,2011,1,1,1,3,4585.623364,255.3362099,NA,NA,NA,NA,1,0.213513339,0.126634939,0.195529008,Pine oak woodland
Opusera_1_1_2009,2009,1,16.11111111,32.16666667,26.61111111,24.94444444,0,0,0.166666667,0.111111111,0.444444444,0.055555556,0,0,0.222222222,0,0,0,0,0.055555556,0.055555556,0,0,0,0.111111111,0.722222222,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.222222222,LOS AJOS - LA MADERA,30.024,-109.547,2002,289.2406921,2009,NA,2009,7,-5.645835876,-28.61459351,-9.958328247,-6.604164124,0.812245292,0.958276879,Mexico,LOS AJOS - LA MADERA,Opusera,1,1,2009,0.438714609,0.337927484,POW,Pine oak woodland,Opusera_1_1,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.055555556,0.222222222,0.055555556,Pine oak woodland
Opusera_1_2_2009,2009,1,26.42857143,34.92857143,19.92857143,18.5,0,0,0.285714286,0,0.5,0.142857143,0,0,0.071428571,0,0,0.071428571,0,0,0,0,0,0,0.071428571,0.785714286,0,0.071428571,0,0,0,0,0,0,0.142857143,0,0.071428571,LOS AJOS - LA MADERA,30.0257,-109.5479,2002,261.6628113,2009,NA,2009,7,15.61979675,-6.895812988,11.81248474,13.01039886,0.830903446,0.884107163,Mexico,LOS AJOS - LA MADERA,Opusera,1,2,2009,0.438714609,0.337927484,POW,Pine oak woodland,Opusera_1_2,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.071428571,0.071428571,0.01,Pine oak woodland
Opusera_1_3_2009,2009,1,1,26.9,35.9,35.9,0,0,0.2,0.3,0.4,0,0,0,0.1,0,0,0,0,0.2,0.1,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.3,LOS AJOS - LA MADERA,30.0286,-109.5492,2002,185.7152863,2009,NA,2009,7,-4.604171753,-14.95832825,-7.46875,-4.234367371,0.72334026,1.035715549,Mexico,LOS AJOS - LA MADERA,Opusera,1,3,2009,0.411453321,0.366821762,OW,Oak woodland,Opusera_1_3,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.01,0.1,0.2,Oak woodland
Opusera_1_4_2009,2009,1,29,30.6,20.6,19.6,0,0,0.2,0.1,0.3,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.7,0,0.1,0,0,0,0,0,0,0.2,0,0,LOS AJOS - LA MADERA,30.0314,-109.5506,2002,396.803894,2009,NA,2009,7,6.151039124,-46.48957825,-6.208343506,2.572914124,0.76521205,0.932027298,Mexico,LOS AJOS - LA MADERA,Opusera,1,4,2009,0.411453321,0.366821762,OW,Oak woodland,Opusera_1_4,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.1,0.2,0.01,Oak woodland
Opusera_2_1_2009,2009,1,26.15384615,30.23076923,29.46153846,14.07692308,0,0,0.153846154,0.076923077,0.461538462,0,0,0,0.307692308,0,0,0,0,0.230769231,0.076923077,0,0,0,0.076923077,0.230769231,0.153846154,0.230769231,0,0,0,0,0,0,0.153846154,0,0.076923077,LOS AJOS - LA MADERA,30.0224,-109.5467,2002,201.5829468,2009,NA,2009,7,-16.97396088,-57.41668701,-27.0625,-23.79166412,0.7505475,0.831423252,Mexico,LOS AJOS - LA MADERA,Opusera,2,1,2009,0.438714609,0.337927484,OW,Oak woodland,Opusera_2_1,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.230769231,0.307692308,0.230769231,Oak woodland
Opusera_2_2_2009,2009,1,3.333333333,39.88888889,33.22222222,23.22222222,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0,0,LOS AJOS - LA MADERA,30.0206,-109.5461,2002,233.2477264,2009,NA,2009,7,-29.64061737,-66.07293701,-32.625,-30.58853912,0.918084199,0.973981296,Mexico,LOS AJOS - LA MADERA,Opusera,2,2,2009,0.438714609,0.337927484,OS,Oak savannah,Opusera_2_2,2002,1,2,2,7,NA,NA,NA,NA,NA,NA,2,0.01,0.01,0.444444444,Oak savannah
Opusera_3_6_2009,2009,1,0.5,33.25,35.75,30.25,0,0,0.15,0.3,0.45,0,0,0,0.1,0,0,0,0,0.2,0.05,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.25,LOS AJOS - LA MADERA,30.0333,-109.541,2001,9.657514572,2009,NA,2009,8,31.46875763,9.59375,27.89582825,27.68228912,0.836666142,0.826904357,Mexico,LOS AJOS - LA MADERA,Opusera,3,6,2009,0.393702267,0.387431672,OW,Oak woodland,Opusera_3_6,2001,1,2,2,8,NA,NA,NA,NA,NA,NA,2,0.01,0.1,0.2,Oak woodland
Opusera_4_5_2009,2009,1,22.5,17.5,40,20,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0.25,0,0.25,LOS AJOS - LA MADERA,30.0134,-109.5363,2002,131.5894775,2009,NA,2009,7,-3.369796753,-29.35415649,-16.61459351,-16.21355438,0.490278118,0.505711984,Mexico,LOS AJOS - LA MADERA,Opusera,4,5,2009,0.438197875,0.341320092,OW,Oak woodland,Opusera_4_5,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.25,0.01,0.25,Oak woodland
Opusera_4_6_2009,2009,1,25,22.66666667,21,31,0,0,0.166666667,0.166666667,0.333333333,0.333333333,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0.166666667,0,0,LOS AJOS - LA MADERA,30.0127,-109.5344,2002,332.8094788,2009,NA,2009,7,18.52605438,-81.13540649,-31.80209351,-30.16146088,0.495008929,0.511470986,Mexico,LOS AJOS - LA MADERA,Opusera,4,6,2009,0.438197875,0.341320092,OS,Oak savannah,Opusera_4_6,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.01,0.01,0.166666667,Oak savannah
Opusera_4_7_2009,2009,1,22.85714286,19.42857143,39.42857143,18,0,0,0.428571429,0.285714286,0,0,0,0,0.285714286,0,0,0.142857143,0,0.285714286,0.142857143,0,0,0,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0.428571429,LOS AJOS - LA MADERA,30.0106,-109.5322,2002,37.50723267,2009,NA,2009,7,27.76563263,-0.385437012,8.104187012,2.723976135,0.301573764,0.110454529,Mexico,LOS AJOS - LA MADERA,Opusera,4,7,2009,0.438197875,0.341320092,OW,Oak woodland,Opusera_4_7,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.01,0.285714286,0.285714286,Oak woodland
Opusera_4_8_2009,2009,1,24.61538462,31.46153846,31.46153846,12.23076923,0,0,0.230769231,0.230769231,0.153846154,0.153846154,0,0,0.230769231,0,0,0.076923077,0,0.230769231,0.076923077,0,0,0,0,0.461538462,0.153846154,0,0,0,0,0,0,0,0.307692308,0,0.230769231,LOS AJOS - LA MADERA,30.0102,-109.5307,2002,5.907935619,2009,NA,2009,7,32.85416412,13.88542175,27.79165649,21.359375,0.733113164,0.394014168,Mexico,LOS AJOS - LA MADERA,Opusera,4,8,2009,0.438197875,0.341320092,OS,Oak savannah,Opusera_4_8,2002,1,1,1,7,NA,NA,NA,NA,NA,NA,2,0.01,0.230769231,0.230769231,Oak savannah
Opusera_11_7_2012,2012,1,30,42.09090909,23,4.818181818,0,0,0.090909091,0,0.363636364,0.272727273,0.090909091,0,0.181818182,0,0,0,0,0,0,0.090909091,0.090909091,0,0.090909091,0.636363636,0.090909091,0,0,0,0,0,0,0.090909091,0.272727273,0,0.090909091,LOS AJOS - LA MADERA,29.9144,-109.5373,1989,-105.2566147,2012,NA,2012,23,6.010421753,2.65625,4.218765259,2.380210876,0.465842352,-0.082297254,Mexico,LOS AJOS - LA MADERA,Opusera,11,7,2012,0.392869739,0.366256616,OW,Oak woodland,Opusera_11_7,1989,1,1,1,23,NA,NA,NA,NA,NA,NA,2,0.01,0.181818182,0.01,Oak woodland
Pinaleno_B_3_2015,2014,4,51.0875,25.8375,21.0875,1.875,0,0,0.1125,0.0625,0.1125,0.375,0,0,0.3375,0,0,0,0,0,0.2125,0.175,0.225,0,0,0.1625,0.125,0,0,0.1,0,0,0.1,0.225,0.5625,0,0.05,PINALEï¿½O,32.5646,-109.8152,2012,105.9376755,2015,1996,2015,3,-11.57291794,-29.11457825,-20.45832825,-20.45832825,0.493468112,0.493468112,United States,PINALEÑO,Pinaleno,B,3,2015,0.453207616,0.682755714,OW,Oak woodland,PM_B_3,2012,1,1,1,3,540.0212354,79.90253606,NA,NA,NA,NA,2,0.01,0.3375,0.01,Oak woodland
Pinaleno_B_4_2015,2014,4,30.44166667,43.60833333,25.85833333,0,0,0,0.316666667,0,0.204166667,0.245833333,0.091666667,0,0.141666667,0,0,0,0,0.091666667,0.154166667,0.4,0.05,0,0,0.254166667,0,0,0,0.05,0,0,0.0625,0.05,0.695833333,0,0.05,PINALEï¿½O,32.563,-109.818,2012,124.9792633,2015,1996,2015,3,-1.744800568,-10.38541412,-6.635421753,-6.041664124,0.433996075,0.502713143,United States,PINALEÑO,Pinaleno,B,4,2015,0.453207616,0.682755714,PJ,Pinyon juniper woodland,PM_B_4,2012,1,1,1,3,728.7815098,87.47906576,NA,NA,NA,NA,2,0.01,0.141666667,0.091666667,Pinyon juniper woodland
Pinaleno_B_11_2015,2014,4,34.10416667,38.78977273,24.41477273,1,1.583333333,0.083333333,0.276515152,0,0.195454545,0.290909091,0.083333333,0,0.070454545,0,0,0.047727273,0,0.083333333,0.349242424,0.181060606,0.022727273,0.025,0,0.157954545,0.070454545,0,0,0.0625,0,0.047727273,0.157954545,0.022727273,0.421969697,0,0.0625,PINALEï¿½O,32.5654,-109.8195,2012,144.8412628,2015,NA,2015,3,-4.312496185,-14.17707825,-11.19790649,-10.73957825,0.30200689,0.348468894,United States,PINALEÑO,Pinaleno,B,11,2015,0.436106149,0.70886842,PJ,Pinyon juniper woodland,PM_B_11,2012,1,1,1,3,1320.030983,89.88738869,NA,NA,NA,NA,2,0.01,0.070454545,0.083333333,Pinyon juniper woodland
Pinaleno_B_12_2015,2014,4,38.28809524,35.59761905,24.15714286,1.785714286,0,0,0.279761905,0,0.160714286,0.413095238,0,0,0.146428571,0,0,0,0,0.025,0.304761905,0.219047619,0.05,0,0,0.244047619,0.05,0,0,0.107142857,0,0,0.169047619,0.05,0.55952381,0,0.025,PINALEï¿½O,32.5668,-109.8162,2012,87.71731567,2015,NA,2015,3,-1.609371185,-16.0625,-10.03126526,-9.864578247,0.417296131,0.428829068,United States,PINALEÑO,Pinaleno,B,12,2015,0.436106149,0.70886842,PJ,Pinyon juniper woodland,PM_B_12,2012,1,1,1,3,1009.578131,57.9721582,NA,NA,NA,NA,2,0.01,0.146428571,0.025,Pinyon juniper woodland
Pinaleno_C_5_2014,2014,4,14.96985237,35.32377622,27.62447552,18.77117327,3.196969697,0,0.183488733,0.055128205,0.370823621,0.155633256,0.086402486,0,0.148523699,0,0,0.016666667,0.022727273,0.247163947,0.086402486,0,0,0.106565657,0.062121212,0.218881119,0,0.164180264,0,0.075291375,0,0,0,0,0.122299922,0,0.105633256,PINALEï¿½O,32.6493,-109.8225,2004,352.2027283,2014,1996,2014,10,77.63542175,-5.875015259,17.6875,31.05207062,0.282150544,0.442185279,United States,PINALEÑO,Pinaleno,C,5,2014,0.700802978,0.343682236,POW,Pine oak woodland,PM_C_5,2004,1,1,1,10,29502.05587,357.8683847,NA,NA,NA,NA,3,0.164180264,0.148523699,0.247163947,Pine oak woodland
Pinaleno_C_6_2014,2014,4,8.936111111,37.39791667,31.69652778,19.14930556,2.708333333,0,0.283333333,0.052777778,0.405555556,0.136805556,0,0,0.121527778,0,0,0,0.16875,0.333333333,0,0,0,0.118055556,0.090277778,0.184027778,0,0.052777778,0,0.052777778,0,0,0,0,0.136805556,0,0.03125,PINALEï¿½O,32.6515,-109.8218,2004,310.7431335,2014,1996,2014,10,91.43229675,12.14584351,27.625,53.61457825,0.195230785,0.523024212,United States,PINALEÑO,Pinaleno,C,6,2014,0.644093604,0.421756916,MCF,Mixed conifer forest,PM_C_6,2004,1,1,1,10,10445.59015,287.3074416,NA,NA,NA,NA,1,0.052777778,0.121527778,0.333333333,Mixed conifer forest
Pinaleno_C_7_2014,2014,4,14.68573232,37.99381313,33.39659091,11.84343434,2.015151515,0,0.209343434,0,0.521969697,0.099621212,0.048611111,0,0.120454545,0,0,0,0.064393939,0.359469697,0,0,0,0.134343434,0.081060606,0.224116162,0,0.071338384,0,0.065277778,0,0,0,0,0.118181818,0,0,PINALEï¿½O,32.6503,-109.8189,2004,334.4775391,2014,NA,2014,10,95.93228912,19.92707825,30.66665649,61.60938263,0.141300552,0.548413772,United States,PINALEÑO,Pinaleno,C,7,2014,0.644093604,0.421756916,MCF,Mixed conifer forest,PM_C_7,2004,1,1,1,10,21916.93924,262.4382723,NA,NA,NA,NA,3,0.071338384,0.120454545,0.359469697,Mixed conifer forest
Pinaleno_C_11_2014,2014,4,7.291666667,14.4375,44.02083333,29.22916667,5,0,0.104166667,0.0625,0.729166667,0.020833333,0.041666667,0,0.041666667,0,0,0,0,0.229166667,0.041666667,0,0,0.229166667,0,0.416666667,0,0.083333333,0,0,0,0,0,0,0,0,0.041666667,PINALEï¿½O,32.6418,-109.8215,1995,-9999,2014,1996,2014,19,55.41666412,-0.593734741,12.56251526,23.32292938,0.234889418,0.427003996,United States,PINALEÑO,Pinaleno,C,11,2014,0.654542999,0.420229976,POW,Pine oak woodland,PM_C_11,1995,1,2,2,19,18891.526,233.9186937,NA,NA,NA,NA,3,0.083333333,0.041666667,0.229166667,Pine oak woodland
Pinaleno_C_12_2014,2014,4,34.02777778,35.90277778,15.76388889,13.61111111,0.694444444,0.069444444,0,0.131944444,0.152777778,0.513888889,0.069444444,0,0.0625,0,0,0.131944444,0,0.284722222,0.131944444,0,0,0,0,0.097222222,0,0.354166667,0,0,0,0,0,0,0.1875,0,0.0625,PINALEï¿½O,32.6393,-109.8223,1995,-9999,2014,1996,2014,19,68.45313263,36.57292175,51.6875,41.46875763,0.474105341,0.153569746,United States,PINALEÑO,Pinaleno,C,12,2014,0.654542999,0.420229976,PF,Pine forest,PM_C_12,1995,1,2,2,19,8643.884465,96.96047169,NA,NA,NA,NA,1,0.354166667,0.0625,0.284722222,Pine forest
Pulpito_9_3_2012,2012,1,56.92307692,30,13.07692308,0,0,0,0.076923077,0.076923077,0.076923077,0.307692308,0,0,0.461538462,0,0,0,0,0.076923077,0.153846154,0.153846154,0,0,0.307692308,0.230769231,0.076923077,0,0,0,0,0,0.076923077,0,0.538461538,0,0.076923077,PELONCILLO - PAN DURO,30.6314,-108.856,2002,98.11297607,2012,NA,2012,10,22.95834351,14.13542175,15.34373474,16.11457062,0.13695157,0.224318986,Mexico,PELONCILLO - PAN DURO,Pulpito,9,3,2012,0.436515769,0.62395222400000006,OW,Oak woodland,Pulpito_9_3,2002,1,1,1,10,1896.281953,69.89774993,NA,NA,NA,NA,2,0.01,0.461538462,0.076923077,Oak woodland
Pulpito_9_4_2012,2012,1,55.45454545,21.18181818,15.72727273,7.545454545,0,0,0.090909091,0,0.272727273,0.181818182,0,0,0.454545455,0,0,0,0,0.090909091,0,0,0,0,0.272727273,0.454545455,0.181818182,0,0,0,0,0,0,0,0.363636364,0,0,PELONCILLO - PAN DURO,30.629,-108.8532,2002,156.0613556,2012,NA,2012,10,16.02604675,-12.92709351,-2.895843506,-2.151054382,0.346465009,0.372188959,Mexico,PELONCILLO - PAN DURO,Pulpito,9,4,2012,0.449984002,0.61158964,OW,Oak woodland,Pulpito_9_4,2002,1,1,1,10,1870.8981900000001,87.45471407,NA,NA,NA,NA,2,0.01,0.454545455,0.090909091,Oak woodland
Pulpito_9_5_2012,2012,1,38.57142857,39,17.57142857,4.714285714,0,0,0.285714286,0,0,0.142857143,0,0,0.571428571,0,0,0,0,0,0,0.142857143,0,0,0.428571429,0.428571429,0,0,0,0,0,0,0,0,0.428571429,0,0.142857143,PELONCILLO - PAN DURO,30.631,-108.8533,2002,265.9587708,2012,NA,2012,10,31.92186737,12.73959351,16.60417175,15.89063644,0.201466118,0.164268478,Mexico,PELONCILLO - PAN DURO,Pulpito,9,5,2012,0.436515769,0.62395222400000006,OW,Oak woodland,Pulpito_9_5,2002,1,1,1,10,3449.332182,114.9308155,NA,NA,NA,NA,1,0.01,0.571428571,0.01,Oak woodland
Pulpito_9_6_2012,2012,1,56.66666667,36.66666667,6.666666667,0,0,0,0,0,0,0.666666667,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0.333333333,0,0.666666667,0,0,PELONCILLO - PAN DURO,30.6328,-108.8528,2002,284.390686,2012,NA,2012,10,18.56771088,-15.36459351,-8.843765259,-7.234375,0.192171689,0.239601131,Mexico,PELONCILLO - PAN DURO,Pulpito,9,6,2012,0.436515769,0.62395222400000006,MS,Mountain scrub,Pulpito_9_6,2002,1,2,2,10,5341.474882,151.5189763,NA,NA,NA,NA,1,0.01,0.333333333,0.01,Mountain scrub
Pulpito_10_5_2012,2012,1,30.33333333,27,37,5.555555556,0,0,0.222222222,0,0.222222222,0.111111111,0,0,0.444444444,0,0,0,0,0.111111111,0.333333333,0,0,0,0.111111111,0.222222222,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0.333333333,PELONCILLO - PAN DURO,30.6527,-108.8704,2002,292.8755798,2012,NA,2012,10,47.63542175,-18.40625,6.645828247,22.73439026,0.379337433,0.62294971,Mexico,PELONCILLO - PAN DURO,Pulpito,10,5,2012,0.578578718,0.509787846,POW,Pine oak woodland,Pulpito_10_5,2002,1,1,1,10,2416.735561,219.4450488,NA,NA,NA,NA,2,0.111111111,0.444444444,0.111111111,Pine oak woodland
Pulpito_10_6_2012,2012,1,53.33333333,20,26.66666667,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,PELONCILLO - PAN DURO,30.6531,-108.8724,2002,108.716217,2012,NA,2012,10,38.23957825,-5.270828247,33.54165649,48.51563263,0.892027629,1.236174635,Mexico,PELONCILLO - PAN DURO,Pulpito,10,6,2012,0.578578718,0.509787846,PF,Pine forest,Pulpito_10_6,2002,1,1,1,10,1736.209138,122.751721,NA,NA,NA,NA,2,0.666666667,0.01,0.333333333,Pine forest
Pulpito_10_7_2012,2012,1,38.33333333,30.5,15.5,15.5,0,0,0.333333333,0,0.166666667,0.333333333,0,0,0.166666667,0,0,0,0,0,0,0.166666667,0,0,0.166666667,0.333333333,0,0.333333333,0,0,0,0,0,0,0.166666667,0,0,PELONCILLO - PAN DURO,30.655,-108.8718,2002,252.5144653,2012,NA,2012,10,39.16146851,-12.53125,15.70834351,14.66146851,0.546297319,0.526045433,Mexico,PELONCILLO - PAN DURO,Pulpito,10,7,2012,0.555601492,0.529180745,PF,Pine forest,Pulpito_10_7,2002,1,1,1,10,2595.364946,166.9538741,NA,NA,NA,NA,2,0.333333333,0.166666667,0.01,Pine forest
Pulpito_10_8_2012,2012,1,19,39.92857143,26.35714286,14.5,0,0,0.285714286,0.071428571,0.285714286,0.071428571,0.071428571,0.142857143,0.071428571,0,0,0,0,0.142857143,0.071428571,0,0,0,0,0.5,0,0.142857143,0,0.142857143,0,0,0.071428571,0,0.071428571,0,0.142857143,PELONCILLO - PAN DURO,30.6554,-108.8705,2002,206.379715,2012,NA,2012,10,31.65624237,3.541671753,20.47917175,19.53125,0.602445623,0.568729235,Mexico,PELONCILLO - PAN DURO,Pulpito,10,8,2012,0.555601492,0.529180745,POW,Pine oak woodland,Pulpito_10_8,2002,1,1,1,10,2075.381964,166.5726482,NA,NA,NA,NA,2,0.142857143,0.071428571,0.142857143,Pine oak woodland
Pulpito_11_3_2012,2012,1,28.88888889,38.44444444,25.11111111,7.333333333,0,0,0.333333333,0,0.111111111,0.111111111,0,0,0.444444444,0,0,0,0,0,0.222222222,0.111111111,0,0,0.111111111,0.444444444,0.111111111,0,0,0,0,0,0,0,0.333333333,0,0.222222222,PELONCILLO - PAN DURO,30.6382,-108.8482,2002,333.3551636,2012,NA,2012,10,47.67188263,-16.15625,-1.395828247,11.07291794,0.231252602,0.426601356,Mexico,PELONCILLO - PAN DURO,Pulpito,11,3,2012,0.434461637,0.628877255,OW,Oak woodland,Pulpito_11_3,2002,1,1,1,10,4245.796551,250.1413776,NA,NA,NA,NA,1,0.01,0.444444444,0.01,Oak woodland
