UID,Yr,NRows,Mean_ForStrat_ground,Mean_ForStrat_understory,Mean_ForStrat_midhigh,Mean_ForStrat_canopy,Mean_ForStrat_aerial,Air,Air_sallier,Bark,Canopy,Ground,Nectar,Raptor,Shrub,Water,Aquatic,Cavities,DeciduousMCF,Forest,Generalist,Lowlands,Lowlands_Cliffs,Mixed_conifer_forest,Mountain_scrub,Oaks,Openings,Pines,PinyonJuniper,Riparian,Urban,Grassland,HumanModified,Rock,Shrubland,Wetland,Woodland,skyIs,lat,lon,fireYear,dnbr,sampleYr1,sampleYr2,lastSampleYear,elapsedYrs,median_10yrsPrior,min_firePlus3,median_05yrsPostMin,median_10yrsPostMin,phix05,rfvc10,Country,isl_map,isl_field,transect,point,year.sampled,PC1,PC2,Com_Cl,Com_Des,unique_id,focal.yrs.max,focal.count.max,div.years,div.count,years.since,fire1.focalvar.dnbr,fire1.focalmean.dnbr,fire2.focalvar.dnbr,fire2.focalmean.dnbr,fire3.focalvar.dnbr,fire3.focalmean.dnbr,history.class,pines_beta,shrub_beta,forest_beta,Com_DesUO
Pulpito_11_4_2012,2012,1,30,45.75,15.75,8.25,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0.5,0,0,PELONCILLO - PAN DURO,30.6393,-108.8464,2002,431.6555176,2012,NA,2012,10,64.56251526,-13.84375,10.45834351,18.61979675,0.309950913,0.414042764,Mexico,PELONCILLO - PAN DURO,Pulpito,11,4,2012,0.419573845,0.646738202,MR,Montane riparian forest & woodland,Pulpito_11_4,2002,1,1,1,10,13729.51532,222.0831741,NA,NA,NA,NA,3,0.01,0.25,0.01,Montane riparian forest & woodland
Pulpito_11_5_2012,2012,1,40,40.5,13.83333333,5.5,0,0,0.166666667,0,0,0.333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0.333333333,0,0.166666667,PELONCILLO - PAN DURO,30.6371,-108.8466,2002,193.2746887,2012,NA,2012,10,26.13540649,-3.645812988,10.55207062,16.09896088,0.476739497,0.662994135,Mexico,PELONCILLO - PAN DURO,Pulpito,11,5,2012,0.434461637,0.628877255,MS,Mountain scrub,Pulpito_11_5,2002,1,2,2,10,6923.411902,114.5500838,NA,NA,NA,NA,1,0.01,0.5,0.01,Mountain scrub
Pulpito_11_6_2012,2012,1,56.66666667,26.66666667,16.66666667,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,PELONCILLO - PAN DURO,30.6379,-108.8447,2002,98.60740662,2012,NA,2012,10,37.08853149,19.05207825,23.27083588,22.59896851,0.233901731,0.196651205,Mexico,PELONCILLO - PAN DURO,Pulpito,11,6,2012,0.434461637,0.628877255,POW,Pine oak woodland,Pulpito_11_6,2002,1,2,2,10,9633.89405,79.06580162,NA,NA,NA,NA,1,0.01,0.333333333,0.01,Pine oak woodland
Santa Catalina_A_1_2014,2014,6,24.32659933,36.31599327,32.68973064,6.632491582,0,0,0.144781145,0.068855219,0.332491582,0.208417508,0.016666667,0.068855219,0.15993266,0,0,0.052188552,0.104040404,0.421717172,0.048821549,0,0,0.07037037,0.144781145,0.0503367,0,0.107744108,0,0,0,0,0,0,0.156228956,0,0.033670034,SANTA CATALINA,32.4047,-110.7046,2003,-9999,2014,1996,2014,11,84.77083588,10.23957825,18.92706299,21.27082062,0.116561628,0.148008268,United States,SANTA CATALINA,Santa Catalina,A,1,2014,0.680702422,0.28676221,PF,Pine forest,SC_A_1,2003,1,1,1,11,8712.330395,221.4950316,NA,NA,NA,NA,1,0.107744108,0.15993266,0.421717172,Pine forest
Santa Catalina_A_2_2014,2014,6,16.33670843,40.05946484,30.38803904,12.07755439,1.114996115,0.055749806,0.113087607,0.104487179,0.290608003,0.192302836,0.05959596,0,0.184168609,0,0,0.086305361,0.038194444,0.383984071,0.077029915,0,0,0,0.107138695,0.11623446,0,0.167875874,0,0.023237179,0,0,0,0,0.178413947,0,0.077029915,SANTA CATALINA,32.4033,-110.7079,2003,385.5211487,2014,1996,2014,11,21.47917175,-31.44793701,-19.14582825,-8.385414124,0.232434929,0.435741219,United States,SANTA CATALINA,Santa Catalina,A,2,2014,0.649409209,0.309714006,PF,Pine forest,SC_A_2,2003,1,1,1,11,6584.390731,363.7411077,7203.340842,371.9373517,NA,NA,5,0.167875874,0.184168609,0.383984071,Pine forest
Santa Catalina_A_3_2014,2014,6,19.4212963,44.60790598,25.19052707,9.782763533,0.886039886,0.061894587,0.149430199,0.098646724,0.266381766,0.155555556,0.061894587,0,0.206196581,0,0,0.059116809,0.018518519,0.282621083,0.227492877,0,0,0.018518519,0.144301994,0.160042735,0,0.031339031,0,0.058048433,0,0,0,0,0.155555556,0,0.088603989,SANTA CATALINA,32.4023,-110.7094,2003,713.4858398,2014,1996,2014,11,21.84896851,-132.6666565,-60.37501526,-51.54167175,0.467859747,0.52502771,United States,SANTA CATALINA,Santa Catalina,A,3,2014,0.649409209,0.309714006,MCF,Mixed conifer forest,SC_A_3,2003,1,1,1,11,15025.51675,533.9282636,14922.09295,544.5200416,NA,NA,3,0.031339031,0.206196581,0.282621083,Mixed conifer forest
Santa Catalina_A_4_2015,2014,6,19.16884389,48.22249741,21.46165177,10.82095798,0.256410256,0.012820513,0.144638695,0.09280303,0.252771303,0.206033087,0.06732388,0,0.223609492,0,0,0.033653846,0,0.320384939,0.140009065,0,0,0,0.150514763,0.242602305,0.012820513,0.040792541,0,0.059222028,0,0,0,0,0.206033087,0,0.117092398,SANTA CATALINA,32.4017,-110.711,2003,730.7008667,2015,1996,2015,12,15.34375,-111.96875,-56.79165649,-52.07811737,0.433398869,0.470422249,United States,SANTA CATALINA,Santa Catalina,A,4,2015,0.649409209,0.309714006,POW,Pine oak woodland,SC_A_4,2003,1,1,1,12,16394.47722,523.013201,15557.61905,545.973226,NA,NA,3,0.040792541,0.223609492,0.320384939,Pine oak woodland
Santa Catalina_A_5_2014,2014,6,25.98727117,41.12011219,21.965612,9.983996124,0.911495911,0.045574796,0.031512605,0.145516793,0.122665733,0.175940073,0.188585788,0,0.290204213,0,0,0.045574796,0,0.310026031,0.11379375,0.055378717,0.03042328,0,0.186214385,0.258589042,0,0,0,0,0,0,0,0.03042328,0.167225476,0,0.184323982,SANTA CATALINA,32.4008,-110.7127,2003,715.8637695,2014,1996,2014,11,11.01040649,-123.3854065,-62.16667175,-57.8125,0.455510729,0.48790885,United States,SANTA CATALINA,Santa Catalina,A,5,2014,0.649409209,0.309714006,POW,Pine oak woodland,SC_A_5,2003,1,1,1,11,8120.373301,631.6986875,8062.132016,640.1353975,NA,NA,5,0.01,0.290204213,0.310026031,Pine oak woodland
Santa Catalina_A_6_2015,2014,6,13.13041126,33.59132997,33.21626984,19.92063492,0,0,0.139369889,0.127465127,0.397438672,0.025793651,0.089886965,0.013888889,0.206156806,0,0,0.011904762,0,0.147967773,0.202453102,0,0,0.03042328,0.062830688,0.393025493,0,0.056216931,0,0.09517797,0,0,0,0,0.011904762,0,0.241750842,SANTA CATALINA,32.3999,-110.7148,2003,758.1775513,2015,1996,2015,12,15.38541412,-137.8541565,-63.01040649,-57.68228912,0.488410074,0.523179927,United States,SANTA CATALINA,Santa Catalina,A,6,2015,0.676648395,0.286329427,POW,Pine oak woodland,SC_A_6,2003,1,1,1,12,22121.70756,608.2446606,24905.32467,590.1495236,NA,NA,3,0.056216931,0.206156806,0.147967773,Pine oak woodland
Santa Catalina_A_7_2015,2014,6,25.92751323,39.57830688,22.00952381,11.0978836,1.298941799,0.047089947,0.144179894,0.074867725,0.157936508,0.19973545,0.058201058,0,0.317989418,0,0,0.063756614,0,0.217195767,0.163492063,0.076719577,0.018518519,0.011904762,0.142328042,0.144179894,0.035185185,0.057407407,0,0.069312169,0,0,0,0.018518519,0.263492063,0,0.213492063,SANTA CATALINA,32.398,-110.7132,2003,802.0675659,2015,1996,2015,12,-10.46354675,-123.8854218,-61.79167175,-59.48958588,0.547458328,0.567754993,United States,SANTA CATALINA,Santa Catalina,A,7,2015,0.649409209,0.309714006,POW,Pine oak woodland,SC_A_7,2003,1,1,1,12,11694.78354,639.5577143,12402.54453,643.4775222,NA,NA,3,0.057407407,0.317989418,0.217195767,Pine oak woodland
Santa Catalina_A_8_2014,2014,6,15.62788138,39.41864154,28.33116421,12.3970474,4.163623414,0.081659544,0.145632608,0.132812095,0.18772015,0.182795908,0.099142062,0,0.170237633,0,0,0.068839031,0,0.401929552,0.096811059,0,0.027972028,0.094276094,0.104765605,0.12711409,0,0.065472028,0,0.012820513,0,0,0,0.040792541,0.15482388,0,0.167981093,SANTA CATALINA,32.3983,-110.7114,2003,514.6746216,2014,1996,2014,11,-26.66667938,-102.5625,-73.77082825,-62.23958588,0.379357803,0.531292946,United States,SANTA CATALINA,Santa Catalina,A,8,2014,0.649409209,0.309714006,PF,Pine forest,SC_A_8,2003,1,1,1,11,22747.70087,491.2611472,25465.82213,517.6772858,NA,NA,3,0.065472028,0.170237633,0.401929552,Pine forest
Santa Catalina_A_9_2014,2014,6,20.08867521,41.88354701,26.58119658,9.560541311,1.829059829,0,0.12767094,0.080128205,0.24002849,0.229700855,0.08244302,0.022079772,0.217948718,0,0,0.022079772,0.018518519,0.4002849,0.089209402,0,0,0.039351852,0.128739316,0.188034188,0,0.066061254,0,0.047720798,0,0,0,0,0.211182336,0,0.169337607,SANTA CATALINA,32.3989,-110.7103,2003,676.8001709,2014,1996,2014,11,9.250015259,-47.59375,-38.13540649,-34.61978149,0.166391925,0.228239077,United States,SANTA CATALINA,Santa Catalina,A,9,2014,0.649409209,0.309714006,PF,Pine forest,SC_A_9,2003,1,1,1,11,16654.67901,471.268168,16967.13596,463.3932128,NA,NA,3,0.066061254,0.217948718,0.4002849,Pine forest
Santa Catalina_A_10_2014,2014,6,19.20303308,32.15616328,29.89918415,17.72627373,0.932539683,0.025793651,0.145500333,0.099476912,0.40499778,0.170225608,0.011904762,0,0.142100955,0,0,0.046626984,0.065670441,0.33537296,0.026709402,0,0,0.041666667,0.116459929,0.133852259,0,0.178959929,0,0.05468143,0,0,0,0,0.154005717,0,0.024725275,SANTA CATALINA,32.4003,-110.7079,2003,411.0296021,2014,1996,2014,11,-22.48436737,-92.40625,-64.63542175,-63.19791412,0.397169344,0.41772811,United States,SANTA CATALINA,Santa Catalina,A,10,2014,0.649409209,0.309714006,MCF,Mixed conifer forest,SC_A_10,2003,1,1,1,11,30466.38905,421.648831,26969.09227,408.8893815,NA,NA,3,0.178959929,0.142100955,0.33537296,Mixed conifer forest
Santa Catalina_A_11_2015,2014,6,18.2734127,24.90198413,32.80674603,23.78730159,0.166666667,0.016666667,0.157407407,0.147883598,0.441005291,0.115740741,0,0,0.121296296,0,0,0.111772487,0.044444444,0.238624339,0.047222222,0,0,0.058730159,0.05462963,0.223544974,0,0.184920635,0,0.036111111,0,0,0,0,0.108333333,0,0.130555556,SANTA CATALINA,32.401,-110.7057,2003,387.5896606,2015,1996,2015,12,17.10938263,-38.98959351,-37.88542175,-30.93750763,0.019682565,0.143533562,United States,SANTA CATALINA,Santa Catalina,A,11,2015,0.649409209,0.309714006,PF,Pine forest,SC_A_11,2003,1,1,1,12,26487.58421,314.1516352,19457.54334,287.5767915,NA,NA,3,0.184920635,0.121296296,0.238624339,Pine forest
Santa Catalina_A_12_2014,2014,6,9.124628639,31.35134185,34.64040899,23.43767083,1.42503466,0.071251733,0.084759358,0.13075609,0.503688849,0.1136735,0.011111111,0.016666667,0.068092692,0,0,0.128359576,0.020833333,0.316188849,0.093936918,0,0,0.039351852,0.032026144,0.212910972,0,0.156392355,0,0,0,0,0,0,0.077688651,0,0.088799762,SANTA CATALINA,32.4029,-110.7033,2003,-9999,2014,1996,2014,11,-28.00520325,-74.46875,-60.28125,-59.54688263,0.305346901,0.321152138,United States,SANTA CATALINA,Santa Catalina,A,12,2014,0.639990409,0.320650979,PF,Pine forest,SC_A_12,2003,1,1,1,11,3324.189301,337.2197723,4737.152804,284.6210778,NA,NA,5,0.156392355,0.068092692,0.316188849,Pine forest
Santa Catalina_B_1_2014,2014,6,32.33417508,31.26984127,25.43278018,10.23232323,0.730880231,0.011111111,0.116750842,0.055555556,0.304834055,0.2251443,0.033670034,0.015151515,0.237782588,0,0,0.065151515,0.027777778,0.311928812,0.016666667,0,0,0.035714286,0.223893699,0.150661376,0,0.153054353,0,0.015151515,0,0,0,0,0.124278499,0,0.083080808,SANTA CATALINA,32.4292,-110.7385,2002,375.3860168,2014,1996,2014,12,13.4375,-58.58331299,-36.38543701,-34.125,0.308214738,0.339600623,United States,SANTA CATALINA,Santa Catalina,B,1,2014,0.642221558,0.306318287,MCF,Mixed conifer forest,SC_B_1,2002,1,1,1,12,13347.67494,256.6307659,NA,NA,NA,NA,3,0.153054353,0.237782588,0.311928812,Mixed conifer forest
Santa Catalina_B_2_2014,2014,6,20.5949155,24.95039336,29.31932304,22.71600622,2.36013986,0.015151515,0.065098096,0.140612859,0.42378108,0.170794483,0.036057692,0.010416667,0.138087607,0,0,0.057012432,0.037126068,0.322892385,0.023237179,0,0,0.082459207,0.114850427,0.278821873,0,0.060363248,0,0.023237179,0,0,0,0,0.133668415,0,0.086004274,SANTA CATALINA,32.4297,-110.7365,2002,348.3636169,2014,1996,2014,12,19.13539886,-53.76042175,-10.84375,19.81771088,0.588739812,1.009360098,United States,SANTA CATALINA,Santa Catalina,B,2,2014,0.642221558,0.306318287,UDF&W,Upland deciduous forest & woodland,SC_B_2,2002,1,1,1,12,48950.67937,352.4309181,NA,NA,NA,NA,3,0.060363248,0.138087607,0.322892385,Upland deciduous forest & woodland
Santa Catalina_B_3_2014,2014,6,21.25,25.2979798,30.575,18.18358586,4.567424242,0,0.044191919,0.109343434,0.370707071,0.157575758,0.044191919,0.109343434,0.164646465,0,0,0,0.026262626,0.257070707,0.05530303,0,0,0.044191919,0.109343434,0.341666667,0,0.166161616,0,0,0,0,0,0,0.114646465,0,0.219949495,SANTA CATALINA,32.4297,-110.7347,2002,737.0668945,2014,NA,2014,12,29.16146088,-72.42709351,-22,-6.078125,0.49638558,0.653114604,United States,SANTA CATALINA,Santa Catalina,B,3,2014,0.642221558,0.306318287,UDF&W,Upland deciduous forest & woodland,SC_B_3,2002,1,1,1,12,39656.1303,362.2545923,NA,NA,NA,NA,3,0.166161616,0.164646465,0.257070707,Upland deciduous forest & woodland
Santa Catalina_B_4_2014,2014,6,19.94301994,36.98616453,27.3269765,14.00788818,1.669337607,0,0.112998575,0.127724359,0.329344729,0.331054131,0,0,0.098878205,0,0,0,0.035185185,0.471741453,0,0,0,0.055644587,0.098878205,0.21980057,0,0.11875,0,0,0,0,0,0,0.256054131,0,0.073931624,SANTA CATALINA,32.4297,-110.7331,2002,154.6941223,2014,1996,2014,12,37.91146088,9.822921753,26.11456299,40.95832825,0.580010273,1.108473686,United States,SANTA CATALINA,Santa Catalina,B,4,2014,0.642221558,0.306318287,MCF,Mixed conifer forest,SC_B_4,2002,1,1,1,12,23334.02233,164.2916037,NA,NA,NA,NA,3,0.11875,0.098878205,0.471741453,Mixed conifer forest
Santa Catalina_B_5_2014,2014,6,21.4577389,34.37128559,28.86996417,14.04559958,1.189211008,0.012820513,0.076617425,0.098717547,0.41751213,0.165589856,0.021527778,0,0.207214752,0,0,0.021592443,0.051133041,0.29963611,0.113755141,0,0,0.04220447,0.11875723,0.192746289,0,0.151403348,0,0.00877193,0,0,0,0,0.099575863,0,0.133794824,SANTA CATALINA,32.4301,-110.7315,2002,278.3776245,2014,1996,2014,12,26.36978912,-34.59373474,19.78123474,18.16665649,0.891926287,0.865441954,United States,SANTA CATALINA,Santa Catalina,B,5,2014,0.585274681,0.35549905,OW,Oak woodland,SC_B_5,2002,1,1,1,12,6876.451554,174.5282003,NA,NA,NA,NA,1,0.151403348,0.207214752,0.29963611,Oak woodland
Santa Catalina_B_6_2014,2014,6,25.77005919,31.60740436,25.83925911,15.94945039,0.651709402,0.026709402,0.177585813,0.115301202,0.248967046,0.224155583,0.044638695,0,0.16264226,0,0,0,0,0.249380685,0.075804424,0,0,0.041860917,0.113547237,0.2284348,0,0.236976096,0,0.053995841,0,0,0,0,0.122327346,0,0.104606015,SANTA CATALINA,32.4302,-110.7292,2002,442.4164734,2014,1996,2014,12,29.84375763,-17.85418701,14.32290649,18.11980438,0.674601259,0.754204225,United States,SANTA CATALINA,Santa Catalina,B,6,2014,0.585274681,0.35549905,MCF,Mixed conifer forest,SC_B_6,2002,1,1,1,12,16795.11453,283.2912469,NA,NA,NA,NA,3,0.236976096,0.16264226,0.249380685,Mixed conifer forest
Santa Catalina_B_7_2014,2014,6,24.94345238,30.2223545,23.16216931,20.51765873,1,0,0.09537037,0.152513228,0.304828042,0.206150794,0.016666667,0,0.224470899,0,0,0.020833333,0,0.204960317,0.072685185,0,0,0.054166667,0.151785714,0.213888889,0,0.260846561,0,0.020833333,0,0,0,0,0.086970899,0,0.14537037,SANTA CATALINA,32.4327,-110.7295,2002,556.9558716,2014,1996,2014,12,13.86457825,-103.40625,-29.21876526,-18.20832825,0.632616703,0.726505671,United States,SANTA CATALINA,Santa Catalina,B,7,2014,0.585274681,0.35549905,PF,Pine forest,SC_B_7,2002,1,1,1,12,14884.30782,314.6356154,NA,NA,NA,NA,3,0.260846561,0.224470899,0.204960317,Pine forest
Santa Catalina_B_8_2014,2014,6,20.57249695,32.38959096,27.58311966,17.72185592,1.6498779,0.026709402,0.10976801,0.123656899,0.352197802,0.163217338,0.025793651,0,0.198656899,0,0,0,0.012820513,0.217551893,0.123656899,0,0,0.025793651,0.101709402,0.358180708,0,0.146398046,0,0.013888889,0,0,0,0.012820513,0.071031746,0,0.193894994,SANTA CATALINA,32.4324,-110.7316,2002,331.923645,2014,1996,2014,12,37.046875,-14.61457825,31.80207825,26.51041412,0.898477561,0.796047919,United States,SANTA CATALINA,Santa Catalina,B,8,2014,0.585274681,0.35549905,OW,Oak woodland,SC_B_8,2002,1,1,1,12,6226.248735,208.0813604,NA,NA,NA,NA,1,0.146398046,0.198656899,0.217551893,Oak woodland
Santa Catalina_B_9_2014,2014,6,18.77028201,36.283571,25.03785593,18.71906851,1.133278486,0,0.062537136,0.180252754,0.366910051,0.187040084,0.041860917,0,0.161399058,0,0,0.026709402,0,0.333601856,0.019607843,0,0,0.063416975,0.128970703,0.275903835,0,0.151789387,0,0,0,0,0,0,0.1266397,0,0.104386626,SANTA CATALINA,32.4322,-110.7333,2002,369.204071,2014,1996,2014,12,37.18227386,-61.14582825,-10.10415649,-7.796875,0.519095464,0.542560592,United States,SANTA CATALINA,Santa Catalina,B,9,2014,0.642221558,0.306318287,UDF&W,Upland deciduous forest & woodland,SC_B_9,2002,1,1,1,12,12251.62862,243.2723152,NA,NA,NA,NA,3,0.151789387,0.161399058,0.333601856,Upland deciduous forest & woodland
Santa Catalina_B_10_2014,2014,6,19.74440837,35.99095153,27.14647738,16.23440497,0.75,0,0.120590357,0.198486971,0.246502844,0.152663186,0.062653849,0.011904762,0.207198031,0,0,0.018137255,0,0.275029709,0.082891945,0,0,0.038961039,0.109154571,0.291435362,0,0.133641032,0,0.050749088,0,0,0,0,0.132217129,0,0.190153637,SANTA CATALINA,32.4321,-110.7354,2002,885.8543701,2014,1996,2014,12,74.91145325,-61.71875,-35.29165649,-24.07811737,0.193420583,0.275492766,United States,SANTA CATALINA,Santa Catalina,B,10,2014,0.642221558,0.306318287,MCF,Mixed conifer forest,SC_B_10,2002,1,1,1,12,34363.6976,595.963335,NA,NA,NA,NA,3,0.133641032,0.207198031,0.275029709,Mixed conifer forest
Santa Catalina_B_11_2015,2014,6,23.69541847,28.9531746,27.21616162,19.64231602,0.357142857,0,0.121897547,0.170382395,0.259018759,0.126262626,0.076659452,0,0.245779221,0,0,0.011904762,0.027056277,0.203643579,0.042207792,0,0,0.035714286,0.146428571,0.307431457,0,0.103715729,0,0.121897547,0,0,0,0,0.111111111,0,0.22012987,SANTA CATALINA,32.4318,-110.7373,2002,854.7236328,2015,1996,2015,13,63.20831299,-145.75,-50.54167175,-30.31249237,0.455633121,0.552442762,United States,SANTA CATALINA,Santa Catalina,B,11,2015,0.642221558,0.306318287,MCF,Mixed conifer forest,SC_B_11,2002,1,1,1,13,35728.88843,696.7649952,NA,NA,NA,NA,3,0.103715729,0.245779221,0.203643579,Mixed conifer forest
Santa Catalina_B_12_2015,2014,6,27.62327025,33.74390771,24.61272639,13.14292074,0.790598291,0.025641026,0.086004274,0.064407814,0.35299654,0.208854803,0.05920584,0,0.202889703,0,0,0.025641026,0.079543142,0.282534595,0.022079772,0,0,0.023148148,0.166921042,0.14164886,0,0.220021876,0,0.038461538,0,0,0,0,0.129896724,0,0.048789174,SANTA CATALINA,32.4314,-110.7396,2002,473.7330017,2015,1996,2015,13,18.90103912,-86.58332825,-44.11456299,-26.52603149,0.402607195,0.56934784,United States,SANTA CATALINA,Santa Catalina,B,12,2015,0.642221558,0.306318287,UDF&W,Upland deciduous forest & woodland,SC_B_12,2002,1,1,1,13,21393.78397,443.1404396,NA,NA,NA,NA,3,0.220021876,0.202889703,0.282534595,Upland deciduous forest & woodland
Santa Catalina_C_1_2014,2014,4,24.59442641,37.96834416,27.30546537,8.414502165,1.696428571,0,0.05952381,0.017857143,0.438852814,0.353896104,0,0,0.12987013,0,0,0,0.114989177,0.377705628,0.017857143,0,0,0.13771645,0.076298701,0.017857143,0,0.236742424,0,0.020833333,0,0,0,0,0.251893939,0,0.017857143,SANTA CATALINA,32.4246,-110.7421,2003,-9999,2014,1996,2014,11,18.44791412,26.44792175,25.87498474,14.51041412,0.071617058,1.492187031,United States,SANTA CATALINA,Santa Catalina,C,1,2014,0.709534569,0.254469729,MCF,Mixed conifer forest,SC_C_1,2003,1,1,1,11,12738.60618,-37.1813939,NA,NA,NA,NA,3,0.236742424,0.12987013,0.377705628,Mixed conifer forest
Santa Catalina_C_3_2014,2014,4,37.37337662,37.78896104,16.70779221,6.571428571,1.5,0,0.05,0.094155844,0.240909091,0.556493506,0.058441558,0,0,0,0,0.085714286,0.047727273,0.406493506,0,0,0,0.143181818,0,0,0,0.316883117,0,0,0,0,0,0,0.21461039,0,0.05,SANTA CATALINA,32.4209,-110.7417,2003,576.9743652,2014,1996,2014,11,45.95832062,-17.23957825,-0.375,5.177093506,0.266853464,0.354705966,United States,SANTA CATALINA,Santa Catalina,C,3,2014,0.709534569,0.254469729,MCF,Mixed conifer forest,SC_C_3,2003,1,1,1,11,23284.54444,298.675973,23235.54778,238.5729763,NA,NA,3,0.316883117,0.01,0.406493506,Mixed conifer forest
Santa Catalina_C_4_2014,2014,4,28.84615385,52.40384615,11.21153846,6.326923077,1.153846154,0,0,0.076923077,0.115384615,0.573076923,0.119230769,0,0.115384615,0,0,0,0,0.461538462,0,0,0,0.096153846,0.057692308,0.057692308,0,0.326923077,0,0,0,0,0,0,0.323076923,0,0.038461538,SANTA CATALINA,32.4217,-110.7432,2003,614.9597168,2014,1996,2014,11,62.69270325,-75.10415649,-68.10415649,-65.61457825,0.050799416,0.068866433,United States,SANTA CATALINA,Santa Catalina,C,4,2014,0.709534569,0.254469729,MCF,Mixed conifer forest,SC_C_4,2003,1,1,1,11,40118.7613,462.5795572,50775.61579,388.5121759,NA,NA,4,0.326923077,0.115384615,0.461538462,Mixed conifer forest
Santa Catalina_C_5_2014,2014,4,21.61616162,37.00081169,35.04464286,4.974747475,1.363636364,0,0.107954545,0,0.335948773,0.203688672,0.053977273,0,0.298430736,0,0,0,0.091269841,0.437635281,0,0,0,0.108946609,0.234938672,0.022727273,0,0.104482323,0,0,0,0,0,0,0.213203463,0,0,SANTA CATALINA,32.4231,-110.7466,2003,377.9629822,2014,1996,2014,11,5.322898865,-17.52082825,1.677093506,-0.156257629,0.840402341,0.760146124,United States,SANTA CATALINA,Santa Catalina,C,5,2014,0.709534569,0.254469729,MCF,Mixed conifer forest,SC_C_5,2003,1,1,1,11,45959.17595,126.5412851,43864.56366,141.2093246,NA,NA,4,0.104482323,0.298430736,0.437635281,Mixed conifer forest
Santa Catalina_C_6_2014,2014,4,17.44444444,48.11818182,23.95656566,10.44141414,0,0,0.078787879,0.083838384,0.241919192,0.196464646,0.106565657,0,0.292424242,0,0,0.044444444,0,0.426262626,0.106565657,0,0,0.045454545,0.185858586,0.039393939,0,0.152020202,0,0,0,0,0,0,0.202525253,0,0.061111111,SANTA CATALINA,32.4244,-110.7483,2003,413.8196716,2014,1996,2014,11,23.08332825,-48.34373474,-23.78125,-19.77083588,0.343882049,0.400029032,United States,SANTA CATALINA,Santa Catalina,C,6,2014,0.709534569,0.254469729,MCF,Mixed conifer forest,SC_C_6,2003,1,1,1,11,24925.52997,316.0378625,28603.59112,357.434298,NA,NA,3,0.152020202,0.292424242,0.426262626,Mixed conifer forest
Santa Catalina_C_7_2014,2014,4,28.59375,38.90224359,27.96474359,3.445512821,1.09375,0.020833333,0.102564103,0.015625,0.417467949,0.248798077,0.078125,0,0.116586538,0,0,0.0625,0.097355769,0.398237179,0,0,0,0.147836538,0.095753205,0.040064103,0,0.158253205,0,0,0,0,0,0,0.137419872,0,0.0625,SANTA CATALINA,32.4263,-110.7461,2003,-9999,2014,1996,2014,11,22.63541412,8.729156494,13.35417175,12.609375,0.332585184,0.279026796,United States,SANTA CATALINA,Santa Catalina,C,7,2014,0.709534569,0.254469729,PF,Pine forest,SC_C_7,2003,1,1,1,11,5664.964083,212.5302598,12402.28028,98.39101595,NA,NA,5,0.158253205,0.116586538,0.398237179,Pine forest
Santa Catalina_C_8_2014,2014,4,21.8474359,38.33621795,26.80096154,11.38621795,1.541666667,0.045833333,0.091666667,0.171794872,0.18525641,0.228525641,0.085897436,0,0.191025641,0,0,0.110897436,0.065064103,0.321153846,0.059294872,0,0,0.085897436,0.085897436,0.041666667,0,0.163461538,0,0.066666667,0,0,0,0,0.170192308,0,0.060897436,SANTA CATALINA,32.4281,-110.7498,2003,580.7012939,2014,1996,2014,11,27.76563263,-84.79165649,-61.375,-60.11458588,0.208042115,0.219240094,United States,SANTA CATALINA,Santa Catalina,C,8,2014,0.709534569,0.254469729,PF,Pine forest,SC_C_8,2003,1,1,1,11,16512.66969,410.8851649,16549.85179,395.5667218,NA,NA,3,0.163461538,0.191025641,0.321153846,Pine forest
Santa Catalina_C_9_2014,2014,4,27.18114973,38.92731729,26.07571301,7.673975045,0,0,0.139884135,0.064393939,0.275356506,0.225044563,0.124554367,0,0.170766488,0,0,0,0.087121212,0.268226381,0.056372549,0,0,0,0.137433155,0.173529412,0,0.198217469,0,0.079099822,0,0,0,0,0.114572193,0,0.033333333,SANTA CATALINA,32.4287,-110.751,2003,449.9775696,2014,1996,2014,11,14.23439026,-54.64581299,-22.1875,-14.60415649,0.471228473,0.581323147,United States,SANTA CATALINA,Santa Catalina,C,9,2014,0.708377494,0.25028232500000003,MCF,Mixed conifer forest,SC_C_9,2003,1,1,1,11,20757.80808,397.0375203,20582.36083,411.0694738,NA,NA,3,0.198217469,0.170766488,0.268226381,Mixed conifer forest
